line_id,product_family,automation_level,oee_mean,oee_std,availability_mean,performance_mean,quality_mean,shifts
MFG-LINE-PLT-005-06,automotive_body,highly_automated,0.5779662921348314,0.1473849288765956,0.7793741573033708,0.742094382022472,0.9946988764044944,89
MFG-LINE-PLT-004-03,industrial_machinery,highly_automated,0.5850636363636363,0.1329691980422691,0.7747147727272726,0.7635727272727273,0.9908420454545456,88
MFG-LINE-PLT-004-07,industrial_machinery,highly_automated,0.5900871794871795,0.1619603321315104,0.7915346153846153,0.7485717948717948,0.9861807692307692,78
MFG-LINE-PLT-003-01,electronics_pcb,highly_automated,0.5978868421052631,0.1613344338877932,0.792525,0.7501342105263158,0.9984710526315788,76
MFG-LINE-PLT-005-03,automotive_body,highly_automated,0.6075246753246754,0.1364471520559133,0.7954844155844155,0.764422077922078,0.9963467532467531,77
MFG-LINE-PLT-002-01,electronics_pcb,highly_automated,0.6099064935064935,0.14553807092599,0.8305454545454545,0.7313363636363637,0.9973090909090908,77
MFG-LINE-PLT-004-01,industrial_machinery,highly_automated,0.6099428571428572,0.1218792509392956,0.7837802197802197,0.7876417582417582,0.9867714285714284,91
MFG-LINE-PLT-003-03,electronics_pcb,highly_automated,0.6115516853932584,0.1499175516684538,0.7958640449438202,0.7637617977528091,0.9990123595505618,89
MFG-LINE-PLT-010-03,industrial_machinery,semi_automated,0.6154356435643564,0.1463529081256388,0.8357970297029702,0.7366069306930694,0.9955128712871288,101
MFG-LINE-PLT-009-01,automotive_body,semi_automated,0.6242275362318841,0.1223594426319175,0.8309811594202898,0.7543304347826087,0.9959202898550724,69
